Date,Log_Close_toel,Log_Close_sox
2021-01,9.545661152275141,7.997876615540796
2021-02,9.561204347245472,8.037290757839084
2021-03,9.568734131722271,8.006634197352748
2021-04,9.70653954788906,8.078943234715874
2021-05,9.656131656854352,8.017707145890151
2021-06,9.690059912570469,8.076379009056282
2021-07,9.634001489131075,8.091035026133937
2021-08,9.627869981734886,8.117667122627799
2021-09,9.774926245667668,8.131521262393017
2021-10,9.698803514848189,8.105110950207248
2021-11,9.881887516151323,8.238564055030777
2021-12,9.94270826121797,8.263115477114956
2022-01,9.924814067273076,8.201274871557588
2022-02,9.833117674784493,8.153698408134339
2022-03,9.860935843224427,8.114707509369977
2022-04,9.840454339739214,8.043478090243974
2022-05,9.851697052828213,7.9844174938250205
2022-06,9.760441652440976,7.933047154214339
2022-07,9.589533554372036,7.905402436449134
2022-08,9.636706731242086,7.985349438747611
2022-09,9.520916256758612,7.8373719816602
2022-10,9.444608483247587,7.755270908275949
2022-11,9.57531237884119,7.874709116482236
2022-12,9.578142076512247,7.8833849676239165
2023-01,9.595590176286084,7.936603762405721
2023-02,9.652387383526627,8.017311170193723
2023-03,9.680760582031525,8.024397684297384
2023-04,9.646640932569502,8.023187243139477
2023-05,9.76454303913275,8.057857839706735
2023-06,9.891270368597537,8.18381097394178
2023-07,9.91803905869557,8.22162947895964
2023-08,9.948591276447017,8.190098231333586
