Date,Close
2000-01,8.376922348628531
2000-02,8.579667085729657
2000-03,8.564546858317073
2000-04,8.575362794592571
2000-05,8.597934943108466
2000-06,8.496897715417358
2000-07,8.452192342067281
2000-08,8.402579048128874
2000-09,8.299078645184217
2000-10,8.056119278567623
2000-11,7.9465726184079575
2000-12,7.822110809483296
2001-01,7.834027769860687
2001-02,7.900422085611305
2001-03,7.870524708973114
2001-04,7.938088726896952
2001-05,8.01055072276993
2001-06,7.835660835010625
2001-07,7.774922441504153
2001-08,7.7500093820501315
2001-09,7.496775747322819
2001-10,7.395979572546331
2001-11,7.598279982045794
2001-12,7.741823138228856
2002-01,7.72178474571589
2002-02,7.8573111093533035
2002-03,8.04921417921828
2002-04,8.037347340707678
2002-05,7.996878235405182
2002-06,7.878029021138488
2002-07,7.7545335254592604
2002-08,7.505842254594955
2002-09,7.43955930196115
2002-10,7.310317616786673
2002-11,7.48558512924542
2002-12,7.5200194602288155
2003-01,7.540629959292617
2003-02,7.503599072438407
2003-03,7.412850228039143
2003-04,7.29915365504911
2003-05,7.31237347288012
2003-06,7.488284631542187
2003-07,7.759717559981963
2003-08,7.798386264075714
2003-09,7.9062256335623315
2003-10,7.848611361902809
2003-11,7.866702101997841
2003-12,7.882600748791969
2004-01,7.899338994891724
2004-02,7.737914623730045
2004-03,7.7223502645871545
2004-04,7.767358066357172
2004-05,7.611924820811614
2004-06,7.594852442225972
2004-07,7.5162260168082415
2004-08,7.53117880062368
2004-09,7.533693716065608
2004-10,7.529525792537894
2004-11,7.54265101261006
2004-12,7.603323764540938
2005-01,7.619560639363719
2005-02,7.651862376221905
2005-03,7.65824182208662
2005-04,7.585063392559499
2005-05,7.538266885456292
2005-06,7.595128241328091
2005-07,7.567345672857337
2005-08,7.646859066097204
2005-09,7.63469023783036
2005-10,7.586835726518355
2005-11,7.684163422717863
2005-12,7.800013496224784
2006-01,7.900389578951597
2006-02,7.9380636833444544
2006-03,7.8366617530947105
2006-04,7.923176625348542
2006-05,7.93211195577857
2006-06,7.842064520718624
2006-07,7.8290335475088115
2006-08,7.8219568693514026
2006-09,7.9346328425712835
2006-10,8.019064397227178
2006-11,7.96659221007278
2006-12,8.027150102847456
2007-01,7.991629865106003
2007-02,7.971315938956139
2007-03,7.940148625806387
2007-04,7.957656347733057
2007-05,7.965834888777438
2007-06,7.989022237502824
2007-07,7.998503396694581
2007-08,7.910197109341354
2007-09,7.837291245164846
2007-10,7.7888269695988575
2007-11,7.656652472722389
2007-12,7.729816720205064
2008-01,7.631269996158479
2008-02,7.7024927168777
2008-03,7.6081567902509475
2008-04,7.661489727829125
2008-05,7.728384894172435
2008-06,7.711037271756876
2008-07,7.60114052353426
2008-08,7.629459066458352
2008-09,7.530216424992618
2008-10,7.055521982615286
2008-11,6.905202999093354
2008-12,6.804614523445947
2009-01,6.991721909227041
2009-02,7.0190978663175105
2009-03,7.062382039262942
2009-04,7.234056916526679
2009-05,7.280940248171248
2009-06,7.342288737163515
2009-07,7.313749350277203
2009-08,7.435484844060233
2009-09,7.492244329142668
2009-10,7.519416916738756
2009-11,7.393832727497644
2009-12,7.516342626065688
2010-01,7.571778746656432
2010-02,7.525340442976651
2010-03,7.581549738569038
2010-04,7.664893965630942
2010-05,7.530437916159535
2010-06,7.49969995403292
2010-07,7.371599633254377
2010-08,7.268814543592851
2010-09,7.241711132726193
2010-10,7.341969788515204
2010-11,7.426392418523717
2010-12,7.461352991083221
2011-01,7.500160889740551
2011-02,7.50720209067773
2011-03,7.380217998773034
2011-04,7.318004246376643
2011-05,7.323598449997144
2011-06,7.279527802546455
2011-07,7.2722156228690364
2011-08,7.111310951679149
2011-09,7.110331319268279
2011-10,7.180958027072817
2011-11,7.202125459200384
2011-12,7.210695361336768
2012-01,7.24045054571025
2012-02,7.265604533148638
2012-03,7.336492451915146
2012-04,7.322823267150348
2012-05,7.164204647428531
2012-06,7.108685682562284
2012-07,7.074751261653178
2012-08,7.156934911383361
2012-09,7.086598571399767
2012-10,7.04657476077925
2012-11,7.074187373656329
2012-12,7.13695452435344
2013-01,7.185176550586136
2013-02,7.208202749845563
2013-03,7.253892440364078
2013-04,7.300119061403024
2013-05,7.486005873357364
2013-06,7.387245018659593
2013-07,7.379047764679194
2013-08,7.254456413481757
2013-09,7.346607401665483
2013-10,7.490055538522267
2013-11,7.501663519625086
2013-12,7.516757787693701
2014-01,7.5370550515273385
2014-02,7.53249474033553
2014-03,7.61941340729533
2014-04,7.621097166827601
2014-05,7.61073988011406
2014-06,7.737906985602999
2014-07,7.753078400078054
2014-08,7.728478655127931
2014-09,7.793673625175576
2014-10,7.693371137172612
2014-11,7.845630976224577
2014-12,7.978687994360293
2015-01,7.956872519149014
2015-02,7.961834998460466
2015-03,7.98396185199928
2015-04,7.875929799080927
2015-05,7.795703022177965
2015-06,7.870507352733498
2015-07,7.836300766195256
2015-08,7.672137257763934
2015-09,7.627427189913596
2015-10,7.67566384179678
2015-11,7.854927201613413
2015-12,7.857648408252033
2016-01,7.751865516861585
2016-02,7.733076573705548
2016-03,7.786466101517534
2016-04,7.794012821061935
2016-05,7.830580166817211
2016-06,7.885084095814739
2016-07,7.990226293762129
2016-08,7.994177398280703
2016-09,8.02371332668096
2016-10,8.004443492870076
2016-11,8.103250139050173
2016-12,8.161779362512329
2017-01,8.235002185852716
2017-02,8.23768812227838
2017-03,8.267020966763997
2017-04,8.314454082504998
2017-05,8.539177827322513
2017-06,8.593480609155772
2017-07,8.574596942454562
2017-08,8.522887089633759
2017-09,8.60280498430157
2017-10,8.712597981398082
2017-11,8.92289107252987
2017-12,8.846460963175895
2018-01,8.896792242097936
2018-02,8.795794681062086
2018-03,8.855138267992913
2018-04,8.807182122506795
2018-05,8.85818981381308
2018-06,8.790897076045326
2018-07,8.738811774754046
2018-08,8.752356954223881
2018-09,8.615862955865925
2018-10,8.51255929297498
2018-11,8.539529171168386
2018-12,8.415141041989708
2019-01,8.452516399724363
2019-02,8.559010247989663
2019-03,8.550998633655846
2019-04,8.672380919964924
2019-05,8.569855926651993
2019-06,8.512984356448996
2019-07,8.651141167993291
2019-08,8.736328725068088
2019-09,8.82964917793611
2019-10,8.879154143022253
2019-11,8.914484635078406
2019-12,8.964471808581619
2020-01,9.009594566392025
2020-02,9.008248192061409
2020-03,8.825844346390339
2020-04,8.895857912694431
2020-05,8.910069589246417
2020-06,8.990939806940807
2020-07,9.178841103236943
2020-08,9.150669977052432
2020-09,9.096749194161825
2020-10,9.160140894879143
2020-11,9.255163232555878
2020-12,9.416993147940772
2021-01,9.545661152275141
2021-02,9.561204347245472
2021-03,9.568734131722271
2021-04,9.70653954788906
2021-05,9.656131656854352
2021-06,9.690059912570469
2021-07,9.634001489131075
2021-08,9.627869981734886
2021-09,9.774926245667668
2021-10,9.698803514848189
2021-11,9.881887516151323
2021-12,9.94270826121797
2022-01,9.924814067273076
2022-02,9.833117674784493
2022-03,9.860935843224427
2022-04,9.840454339739214
2022-05,9.851697052828213
2022-06,9.760441652440976
2022-07,9.589533554372036
2022-08,9.636706731242086
2022-09,9.520916256758612
2022-10,9.444608483247587
2022-11,9.57531237884119
2022-12,9.578142076512247
2023-01,9.595590176286084
2023-02,9.652387383526627
2023-03,9.680760582031525
2023-04,9.646640932569502
2023-05,9.76454303913275
2023-06,9.891270368597537
2023-07,9.91803905869557
2023-08,9.948591276447017
